Program,Pvalue,Avalue,Mag
addition,0.0,0.27,medium
ghz,1.0,0.5,negligible
phase,0.01,0.34,small
qft,0.0,0.23,large
similarity,0.0,0.23,large
simon,0.59,0.52,negligible
