Program,Pvalue,Avalue,Mag
addition,0.46,0.46,negligible
ghz,1.0,0.5,negligible
phase,0.0,0.27,medium
qft,0.0,0.29,medium
similarity,0.38,0.43,negligible
simon,0.0,0.71,medium
